nabm_concept_name,nabm_concept_code,loinc_concept_name,loinc_concept_code
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine [Moles/volume] in 24 hour Urine,25979-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine/Creatinine [Molar ratio] in 24 hour Urine,25980-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Taurine/Creatinine [Molar ratio] in 24 hour Urine,25985-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine [Moles/volume] in 24 hour Urine,25988-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine/Creatinine [Molar ratio] in 24 hour Urine,25989-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tryptophan/Creatinine [Molar ratio] in 24 hour Urine,25994-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine [Moles/volume] in 24 hour Urine,25995-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine/Creatinine [Molar ratio] in 24 hour Urine,25996-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine [Moles/volume] in 24 hour Urine,26001-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine/Creatinine [Molar ratio] in 24 hour Urine,26002-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Methionine [Mass/volume] in Urine,2623-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Methionine [Mass/time] in 24 hour Urine,2624-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,1-Methylhistidine/Creatinine [Molar ratio] in Urine,26574-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylhistidine/Creatinine [Molar ratio] in Urine,26575-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Anserine/Creatinine [Molar ratio] in Urine,26576-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Asparagine/Creatinine [Molar ratio] in Urine,26577-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Gamma aminobutyrate/Creatinine [Molar ratio] in Urine,26581-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocysteine/Creatinine [Molar ratio] in Urine,26582-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminoadipate/Creatinine [Molar ratio] in Urine,26601-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Aspartate [Moles/volume] in Urine,26680-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminoadipate [Moles/volume] in Urine,26725-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Proline [Moles/volume] in Urine,26726-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phosphoserine [Moles/volume] in Urine,26738-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hydroxyproline [Moles/volume] in Urine,26740-1
UR. : HYDROXYPROLINE TOTALE ET LIBRE(HYDROXYPROLINURIE),992,Hydroxyproline [Moles/volume] in Urine,26740-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine [Moles/volume] in Urine,26741-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Ornithine [Mass/volume] in Urine,2680-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Ornithine [Mass/time] in 24 hour Urine,2681-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminobutyrate/Creatinine [Molar ratio] in Urine,26919-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine [Moles/volume] in Urine,26961-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystine [Moles/volume] in Urine,26962-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Methionine [Moles/volume] in Urine,26963-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystathionine [Moles/volume] in Urine,26964-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Isoleucine [Moles/volume] in Urine,26965-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine [Moles/volume] in Urine,26966-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine [Moles/volume] in Urine,26967-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocystine [Moles/volume] in Urine,26999-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamine [Moles/volume] in Urine,27043-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,1-Methylhistidine [Moles/volume] in Urine,27044-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylhistidine [Moles/volume] in Urine,27046-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Anserine [Moles/volume] in Urine,27047-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Citrulline [Moles/volume] in Urine,27056-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,2-Methylbutyrylglycine/Creatinine [Mass Ratio] in Urine,27097-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hydroxylysine [Moles/volume] in Urine,27291-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Ornithine [Moles/volume] in Urine,27292-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Arginine [Moles/volume] in Urine,27296-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Lysine [Moles/volume] in Urine,27304-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Asparagine [Moles/volume] in Urine,27317-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine [Moles/volume] in Urine,27322-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Leucine [Moles/volume] in Urine,27323-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glycine [Moles/volume] in Urine,27325-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alanine [Moles/volume] in Urine,27326-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminobutyrate [Moles/volume] in Urine,27341-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine [Mass/volume] in Urine,2766-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine [Mass/time] in 24 hour Urine,2767-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Butyrylglycine/Creatinine [Mass Ratio] in Urine,27892-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Histidine [Moles/volume] in Urine,27904-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Gamma aminobutyrate [Moles/volume] in Urine,27911-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phosphoserine [Mass/volume] in Urine,2802-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Proline [Mass/volume] in Urine,2846-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Proline [Mass/time] in 24 hour Urine,2847-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminobutyrate/Creatinine [Ratio] in Urine,28590-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Gamma aminobutyrate/Creatinine [Ratio] in Urine,28593-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylhistidine/Creatinine [Ratio] in Urine,28594-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Taurine/Creatinine [Ratio] in Urine,28595-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Anserine/Creatinine [Ratio] in Urine,28596-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminoadipate/Creatinine [Ratio] in Urine,28598-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystathionine/Creatinine [Ratio] in Urine,28599-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phosphoserine/Creatinine [Ratio] in Urine,28600-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hydroxyproline/Creatinine [Ratio] in Urine,28601-3
UR. : HYDROXYPROLINE TOTALE ET LIBRE(HYDROXYPROLINURIE),992,Hydroxyproline/Creatinine [Ratio] in Urine,28601-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Asparagine/Creatinine [Ratio] in Urine,28603-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,1-Methylhistidine/Creatinine [Ratio] in Urine,28606-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tryptophan/Creatinine [Ratio] in Urine,28608-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminobutyrate/Creatinine [Ratio] in 24 hour Urine,28609-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine [Mass/volume] in Urine,2937-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine [Mass/time] in 24 hour Urine,2938-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,5-Oxoproline/Creatinine [Molar ratio] in Urine,29522-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Taurine [Mass/volume] in Urine,2982-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Argininosuccinate/Creatinine [Molar ratio] in Urine,29878-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Histidine/Creatinine [Ratio] in Urine,30047-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Lysine/Creatinine [Ratio] in Urine,30048-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Ornithine/Creatinine [Ratio] in Urine,30049-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hydroxylysine/Creatinine [Ratio] in Urine,30050-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocystine/Creatinine [Ratio] in Urine,30051-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Isoleucine/Creatinine [Ratio] in Urine,30052-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Leucine/Creatinine [Ratio] in Urine,30053-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine/Creatinine [Ratio] in Urine,30054-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine/Creatinine [Ratio] in Urine,30055-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamine/Creatinine [Ratio] in Urine,30056-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine/Creatinine [Ratio] in Urine,30057-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine/Creatinine [Ratio] in Urine,30058-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamate/Creatinine [Ratio] in Urine,30059-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Aspartate/Creatinine [Ratio] in Urine,30061-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Arginine/Creatinine [Ratio] in Urine,30062-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Methionine/Creatinine [Ratio] in Urine,30063-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine/Creatinine [Ratio] in Urine,30064-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystine/Creatinine [Ratio] in Urine,30065-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glycine/Creatinine [Ratio] in Urine,30066-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Proline/Creatinine [Ratio] in Urine,30067-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alanine/Creatinine [Ratio] in Urine,30068-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine [Mass/volume] in Urine,3009-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine [Mass/time] in 24 hour Urine,3010-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Citrulline/Creatinine [Ratio] in Urine,30161-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamate [Moles/volume] in Urine,30348-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Taurine [Moles/volume] in Urine,30563-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tryptophan [Mass/volume] in Urine,3072-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine [Mass/volume] in Urine,3080-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine [Mass/time] in 24 hour Urine,3081-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine [Mass/volume] in Urine,3119-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine [Mass/time] in 24 hour Urine,3120-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocysteine [Moles/volume] in Urine,32020-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystine [Mass/volume] in 24 hour Urine,32169-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Argininosuccinate/Creatinine [Ratio] in Urine,32229-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocitrulline/Creatinine [Ratio] in Urine,32248-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Amino acid pattern [Interpretation] in Urine,32296-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocysteine [Moles/time] in 24 hour Urine,32690-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Creatine [Moles/time] in 12 hour Urine,33797-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Creatine [Moles/volume] in 24 hour Urine,34274-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Creatine/Creatinine [Molar ratio] in Urine,34275-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cysteine [Moles/volume] in Urine,34277-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystine [Moles/volume] in 24 hour Urine,34278-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Methionine sulfoxide [Moles/volume] in Urine,34340-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tryptophan [Moles/volume] in Urine,34384-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Isobutyrylglycine/Creatinine [Mass Ratio] in Urine,38360-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,N-octanoylglycine/Creatinine [Mass Ratio] in Urine,38367-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Trans-cinnamoylglycine/Creatinine [Mass Ratio] in Urine,38417-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cysteine [Mass/time] in 24 hour Urine,38484-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylcrotonylglycine [Mass/time] in 24 hour Urine,40848-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Amino acids intense band position [Identifier] in Urine,41275-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylcrotonylglycine/Creatinine [Mass Ratio] in 24 hour Urine,44285-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylhistidine/Creatinine [Mass Ratio] in 24 hour Urine,44286-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminobutyrate/Creatinine [Mass Ratio] in 24 hour Urine,44296-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Arginine/Creatinine [Mass Ratio] in 24 hour Urine,44299-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Asparagine/Creatinine [Mass Ratio] in 24 hour Urine,44301-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Aspartate/Creatinine [Mass Ratio] in 24 hour Urine,44302-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystine/Creatinine [Mass Ratio] in 24 hour Urine,44312-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Isoleucine/Creatinine [Mass Ratio] in 24 hour Urine,44329-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Leucine/Creatinine [Mass Ratio] in 24 hour Urine,44334-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Lysine/Creatinine [Mass Ratio] in 24 hour Urine,44335-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Methionine/Creatinine [Mass Ratio] in 24 hour Urine,44338-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Ornithine/Creatinine [Mass Ratio] in 24 hour Urine,44344-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine/Creatinine [Mass Ratio] in 24 hour Urine,44348-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine/Creatinine [Mass Ratio] in Urine,44349-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamate/Creatinine [Mass Ratio] in 24 hour Urine,44359-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamate+Glutamine/Creatinine [Molar ratio] in Urine,44360-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamate+Glutamine/Creatinine [Mass Ratio] in Urine,44361-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamine/Creatinine [Mass Ratio] in 24 hour Urine,44362-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glycine/Creatinine [Mass Ratio] in 24 hour Urine,44365-5
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hexanoylglycine/Creatinine [Mass Ratio] in 24 hour Urine,44368-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Histidine/Creatinine [Mass Ratio] in 24 hour Urine,44372-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocysteine/Creatinine [Molar ratio] in 24 hour Urine,44377-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocystine/Creatinine [Mass Ratio] in 24 hour Urine,44378-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hydroxyproline/Creatinine [Mass Ratio] in 24 hour Urine,44386-1
UR. : HYDROXYPROLINE TOTALE ET LIBRE(HYDROXYPROLINURIE),992,Hydroxyproline/Creatinine [Mass Ratio] in 24 hour Urine,44386-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Proline/Creatinine [Mass Ratio] in 24 hour Urine,44398-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine/Creatinine [Mass Ratio] in 24 hour Urine,44403-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Taurine/Creatinine [Mass Ratio] in 24 hour Urine,44411-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine/Creatinine [Mass Ratio] in 24 hour Urine,44413-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tryptophan/Creatinine [Mass Ratio] in 24 hour Urine,44414-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Tyrosine/Creatinine [Mass Ratio] in 24 hour Urine,44415-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Valine/Creatinine [Mass Ratio] in 24 hour Urine,44417-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylalanine/Creatinine [Ratio] in 24 hour Urine,47981-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Creatine [Mass/volume] in 24 hour Urine,49097-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Amino acid pattern [Interpretation] in Urine Narrative,49248-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hexanoylglycine/Creatinine [Molar ratio] in 24 hour Urine,49902-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Isovalerylglycine/Creatinine [Molar ratio] in 24 hour Urine,49911-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Hemicystine/Creatinine [Molar ratio] in Urine,50054-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Phenylpropionylglycine/Creatinine [Molar ratio] in 24 hour Urine,50360-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Propionylglycine/Creatinine [Molar ratio] in 24 hour Urine,50367-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Acylglycines [Interpretation] in Urine Narrative,53718-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Isobutyrylglycine [Moles/volume] in Urine,54304-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Homocysteine [Moles/volume] in 24 hour Urine,55878-3
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Aspartate/Creatinine [Ratio] in 24 hour Urine,56640-6
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Threonine/Creatinine [Ratio] in 24 hour Urine,56641-4
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Serine/Creatinine [Ratio] in 24 hour Urine,56642-2
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Asparagine/Creatinine [Ratio] in 24 hour Urine,56643-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Glutamate/Creatinine [Ratio] in 24 hour Urine,56644-8
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,1-Methylhistidine/Creatinine [Ratio] in 24 hour Urine,56666-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,3-Methylhistidine/Creatinine [Ratio] in 24 hour Urine,56667-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alpha aminoadipate/Creatinine [Ratio] in 24 hour Urine,56668-7
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Alanine/Creatinine [Ratio] in 24 hour Urine,56671-1
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Arginine/Creatinine [Ratio] in 24 hour Urine,56672-9
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Citrulline/Creatinine [Ratio] in 24 hour Urine,56676-0
UR. : ACIDES AMINES TOTAUX CARACTERISATION PAR CHROMATOGRAPHIE,991,Cystine/Creatinine [Ratio] in 24 hour Urine,56677-8
