concept_code,concept_name,concept_chapter,concept_category
L579,"modification de la peau due à une exposition chronique aux rayonnements non ionisants, sans précision",12,L57
L58,radiodermite,12,L58
L580,radiodermite aiguë,12,L58
L581,radiodermite chronique,12,L58
L589,"radiodermite, sans précision",12,L58
L59,autres affections de la peau et du tissu cellulaire sous-cutané liées à une irradiation,12,L59
L590,érythème dû au feu [dermite due au feu],12,L59
L598,autres affections précisées de la peau et du tissu cellulaire sous-cutané liées à une irradiation,12,L59
L599,"affection de la peau et du tissu cellulaire sous-cutané liée à une irradiation, sans précision",12,L59
L60,maladies des ongles,12,L60
L600,ongle incarné,12,L60
L601,onycholyse,12,L60
L602,onychogryphose,12,L60
L603,dystrophie des ongles,12,L60
L604,lignes de beau,12,L60
L605,syndrome des ongles jaunes,12,L60
L608,autres maladies des ongles,12,L60
L609,"maladie des ongles, sans précision",12,L60
L62,maladies des ongles au cours de maladies classées ailleurs,12,L62
L620,pachydermopériostose avec ongle hippocratique (m89.4),12,L62
L628,maladies des ongles au cours d'autres maladies classées ailleurs,12,L62
L63,pelade,12,L63
L630,alopécie totale,12,L63
L631,pelade diffuse,12,L63
L632,ophiase,12,L63
L638,autres formes de pelade,12,L63
L639,"pelade, sans précision",12,L63
L64,alopécie androgénique,12,L64
L640,alopécie androgénique médicamenteuse,12,L64
L648,autres formes d'alopécie androgénique,12,L64
L649,"alopécie androgénique, sans précision",12,L64
L65,autres formes non cicatricielles de raréfaction du système pileux,12,L65
L650,télogène,12,L65
L651,anagène,12,L65
L652,alopécie mucineuse de pinkus,12,L65
L658,autres formes non cicatricielles précisées de raréfaction du système pileux,12,L65
L659,"raréfaction du système pileux non cicatricielle, sans précision",12,L65
L66,alopécie cicatricielle,12,L66
L660,pseudo-pelade,12,L66
L661,lichen plano-pilaire,12,L66
L662,folliculite décalvante,12,L66
L663,périfolliculite capitis abscedens,12,L66
L664,folliculite ulérythémateuse réticulée,12,L66
L668,autres formes d'alopécie cicatricielle,12,L66
L669,"alopécie cicatricielle, sans précision",12,L66
L67,anomalie de la pigmentation et de la gaine capillaires,12,L67
L670,trichorrhexie noueuse,12,L67
L671,anomalies de la couleur des cheveux,12,L67
L678,autres anomalies de la pigmentation et de la gaine capillaires,12,L67
L679,"anomalie de la pigmentation et de la gaine capillaires, sans précision",12,L67
L68,hypertrichose,12,L68
L680,hirsutisme,12,L68
L681,hypertrichose lanugineuse acquise,12,L68
L682,hypertrichose localisée,12,L68
L683,polytrichie,12,L68
L688,autres formes d'hypertrichose,12,L68
L689,"hypertrichose, sans précision",12,L68
L70,acné,12,L70
L700,acné vulgaire,12,L70
L701,acné conglobata,12,L70
L702,acné varioliforme,12,L70
L703,acné tropicale,12,L70
L704,acné infantile,12,L70
L705,acné excoriée,12,L70
L708,autres formes d'acné,12,L70
L709,"acné, sans précision",12,L70
L71,acné rosacée,12,L71
L710,dermite périorale,12,L71
L711,rhinophyma,12,L71
L718,autres formes d'acné rosacée,12,L71
L719,"acné rosacée, sans précision",12,L71
L72,kystes folliculaires de la peau et du tissu cellulaire sous-cutané,12,L72
L720,kyste épidermique,12,L72
L721,kyste sébacé,12,L72
L722,stéatokystose multiple (de la peau et du tissu cellulaire sous-cutané),12,L72
L728,autres formes de kyste folliculaire de la peau et du tissu cellulaire sous-cutané,12,L72
L729,"kyste folliculaire de la peau et du tissu cellulaire sous-cutané, sans précision",12,L72
L73,autres affections folliculaires,12,L73
L730,acné chéloïde,12,L73
L731,pseudofolliculite de la barbe,12,L73
L732,hidrosadénite suppurée,12,L73
L738,autres formes précisées d'affections folliculaires,12,L73
L739,"affection folliculaire, sans précision",12,L73
L74,affections des glandes sudoripares exocrines,12,L74
L740,miliaire rouge,12,L74
L741,miliaire cristalline,12,L74
L742,miliaire profonde,12,L74
L743,"miliaire, sans précision",12,L74
L744,anhidrose,12,L74
L748,autres affections des glandes sudoripares exocrines,12,L74
L749,"affection des glandes sudoripares exocrines, sans précision",12,L74
L75,affections des glandes sudoripares apocrines,12,L75
L750,bromhidrose,12,L75
L751,chromhidrose,12,L75
L752,miliaire apocrine,12,L75
L758,autres affections des glandes sudoripares apocrines,12,L75
L759,"affection des glandes sudoripares apocrines, sans précision",12,L75
L80,vitiligo,12,L80
L81,autres anomalies de la pigmentation,12,L81
L810,hyperpigmentation postinflammatoire,12,L81
L811,chloasma,12,L81
L812,taches de rousseur,12,L81
L813,taches café au lait,12,L81
L814,autres hyperpigmentations par la mélanine,12,L81
L815,"leucodermie, non classée ailleurs",12,L81
L816,autres anomalies liées à une diminution de la formation de mélanine,12,L81
L817,dermatose purpurique pigmentée,12,L81
L818,autres anomalies précisées de la pigmentation,12,L81
L819,"anomalie de la pigmentation, sans précision",12,L81
L82,kératose séborrhéique,12,L82
L83,acanthosis nigricans,12,L83
L84,cors et callosités,12,L84
L85,autres épaississements de l'épiderme,12,L85
L850,ichtyose acquise,12,L85
L851,kératose [kératodermie] palmaire et plantaire acquise,12,L85
L852,kératose ponctuée (palmaire et plantaire),12,L85
L853,xérosis cutané,12,L85
L858,autres formes précisées d'épaississement de l'épiderme,12,L85
L859,"épaississement de l'épiderme, sans précision",12,L85
L86,kératodermie au cours de maladies classées ailleurs,12,L86
L87,anomalies de l'élimination transépidermique,12,L87
L870,kératose folliculaire et parafolliculaire pénétrant dans la peau [kyrle],12,L87
L871,collagénome perforant verruciforme,12,L87
L872,élastome perforant serpigineux,12,L87
L878,autres anomalies de l'élimination transépidermique,12,L87
L879,"anomalie de l'élimination transépidermique, sans précision",12,L87
L88,pyodermite gangréneuse,12,L88
L89,ulcère de décubitus et zone de pression,12,L89
L890,zone de pression et ulcère de décubitus de stade i,12,L89
L891,zone de pression et ulcère de décubitus de stade ii,12,L89
L892,zone de pression et ulcère de décubitus de stade iii,12,L89
L893,zone de pression et ulcère de décubitus de stade vi,12,L89
L899,"ulcère de décubitus et zone de pression, sans précision",12,L89
L90,affections atrophiques de la peau,12,L90
L900,lichen scléreux et atrophique,12,L90
L901,anétodermie de schweninger-buzzi,12,L90
L902,anétodermie de jadassohn-pellizzari,12,L90
L903,atrophodermie de pasini et pierini,12,L90
L904,acrodermatite chronique atrophiante,12,L90
L905,cicatrices et fibrose cutanées,12,L90
L906,stries atrophiques,12,L90
L908,autres affections atrophiques de la peau,12,L90
L909,"affection atrophique de la peau, sans précision",12,L90
L91,affections hypertrophiques de la peau,12,L91
L910,cicatrice hypertrophique,12,L91
L918,autres affections hypertrophiques de la peau,12,L91
L919,"affection hypertrophique de la peau, sans précision",12,L91
L92,lésions granulomateuses de la peau et du tissu cellulaire sous-cutané,12,L92
L920,granulome annulaire,12,L92
L921,"nécrobiose lipoïdique, non classée ailleurs",12,L92
L922,granulome éosinophile de la peau,12,L92
L923,granulome cutané et sous-cutané dû à la présence d'un corps étranger,12,L92
L928,autres lésions granulomateuses de la peau et du tissu cellulaire sous-cutané,12,L92
L929,"lésion granulomateuse de la peau et du tissu cellulaire sous-cutané, sans précision",12,L92
L93,lupus érythémateux,12,L93
L930,lupus érythémateux (chronique),12,L93
L931,lupus érythémateux cutané subaigu,12,L93
L932,autres lupus érythémateux localisés,12,L93
L94,autres affections localisées du tissu conjonctif,12,L94
L940,sclérodermie localisée [morphée],12,L94
L941,sclérodermie linéaire,12,L94
L942,calcinose cutanée,12,L94
L943,sclérodactylie,12,L94
L944,papules de gottron,12,L94
L945,poïkilodermie généralisée type petges-cléjat [atrophiante vasculaire],12,L94
L946,aïnhum,12,L94
L948,autres affections localisées précisées du tissu conjonctif,12,L94
L949,"affection localisée du tissu conjonctif, sans précision",12,L94
L95,"vascularite [angéite] limitée à la peau, non classée ailleurs",12,L95
L950,vascularite livédoïde,12,L95
L951,erythema elevatum diutinum,12,L95
L958,autres vascularites limitées à la peau,12,L95
L959,"vascularite limitée à la peau, sans précision",12,L95
L97,"ulcère du membre inférieur, non classé ailleurs",12,L97
L98,"autres affections de la peau et du tissu cellulaire sous-cutané, non classées ailleurs",12,L98
L980,granulome pyogénique,12,L98
L981,dermite factice,12,L98
L982,dermatose neutrophile fébrile [sweet],12,L98
L983,phlegmon à éosinophiles [wells],12,L98
L984,"ulcérations chroniques de la peau, non classées ailleurs",12,L98
L985,mucinose cutanée,12,L98
L986,autres lésions infiltrantes de la peau et du tissu cellulaire sous-cutané,12,L98
L988,autres affections précisées de la peau et du tissu cellulaire sous-cutané,12,L98
L989,"affection de la peau et du tissu cellulaire sous-cutané, sans précision",12,L98
L99,autres affections de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,12,L99
L990,amylose cutanée (e85.-),12,L99
L998,autres affections précisées de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,12,L99
M00,arthrites à bactéries pyogènes,13,M00
M00-M99,Diseases of the musculoskeletal system and connective tissue,13,
M000,arthrite et polyarthrite à staphylocoques,13,M00
M0000,arthrite et polyarthrite à staphylocoques - sièges multiples,13,M00
M0001,"arthrite et polyarthrite à staphylocoques - articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",13,M00
M0002,arthrite et polyarthrite à staphylocoques - articulation du coude,13,M00
M0003,arthrite et polyarthrite à staphylocoques - articulation du poignet,13,M00
M0004,arthrite et polyarthrite à staphylocoques - articulations de la main,13,M00
M0005,arthrite et polyarthrite à staphylocoques - articulations de la hanche et sacro-iliaque,13,M00
M0006,arthrite et polyarthrite à staphylocoques - articulation du genou,13,M00
M0007,arthrite et polyarthrite à staphylocoques - articulations de la cheville et du pied,13,M00
M0008,arthrite et polyarthrite à staphylocoques - autres articulations,13,M00
M0009,arthrite et polyarthrite à staphylocoques - siège non précisé,13,M00
M001,arthrite et polyarthrite à pneumocoques,13,M00
M0010,arthrite et polyarthrite à pneumocoques - sièges multiples,13,M00
M0011,"arthrite et polyarthrite à pneumocoques - articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",13,M00
M0012,arthrite et polyarthrite à pneumocoques - articulation du coude,13,M00
M0013,arthrite et polyarthrite à pneumocoques - articulation du poignet,13,M00
M0014,arthrite et polyarthrite à pneumocoques - articulations de la main,13,M00
M0015,arthrite et polyarthrite à pneumocoques - articulations de la hanche et sacro-iliaque,13,M00
M0016,arthrite et polyarthrite à pneumocoques - articulation du genou,13,M00
M0017,arthrite et polyarthrite à pneumocoques - articulations de la cheville et du pied,13,M00
M0018,arthrite et polyarthrite à pneumocoques - autres articulations,13,M00
M0019,arthrite et polyarthrite à pneumocoques - siège non précisé,13,M00
M002,autres arthrites et polyarthrites à streptocoques,13,M00
M0020,autres arthrites et polyarthrites à streptocoques - sièges multiples,13,M00
M0021,"autres arthrites et polyarthrites à streptocoques - articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",13,M00
M0022,autres arthrites et polyarthrites à streptocoques - articulation du coude,13,M00
M0023,autres arthrites et polyarthrites à streptocoques - articulation du poignet,13,M00
M0024,autres arthrites et polyarthrites à streptocoques - articulations de la main,13,M00
M0025,autres arthrites et polyarthrites à streptocoques - articulations de la hanche et sacro-iliaque,13,M00
M0026,autres arthrites et polyarthrites à streptocoques - articulation du genou,13,M00
M0027,autres arthrites et polyarthrites à streptocoques - articulations de la cheville et du pied,13,M00
M0028,autres arthrites et polyarthrites à streptocoques - autres articulations,13,M00
M0029,autres arthrites et polyarthrites à streptocoques - siège non précisé,13,M00
M008,arthrite et polyarthrite dues à d'autres bactéries précisées,13,M00
M0080,arthrite et polyarthrite dues à d'autres bactéries précisées - sièges multiples,13,M00
M0081,"arthrite et polyarthrite dues à d'autres bactéries précisées - articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",13,M00
M0082,arthrite et polyarthrite dues à d'autres bactéries précisées - articulation du coude,13,M00
M0083,arthrite et polyarthrite dues à d'autres bactéries précisées - articulation du poignet,13,M00
M0084,arthrite et polyarthrite dues à d'autres bactéries précisées - articulations de la main,13,M00
M0085,arthrite et polyarthrite dues à d'autres bactéries précisées - articulations de la hanche et sacro-iliaque,13,M00
M0086,arthrite et polyarthrite dues à d'autres bactéries précisées - articulation du genou,13,M00
M0087,arthrite et polyarthrite dues à d'autres bactéries précisées - articulations de la cheville et du pied,13,M00
M0088,arthrite et polyarthrite dues à d'autres bactéries précisées - autres articulations,13,M00
M0089,arthrite et polyarthrite dues à d'autres bactéries précisées - siège non précisé,13,M00
M009,"arthrite à bactéries pyogènes, sans précision",13,M00
M0090,"arthrite à bactéries pyogènes, sans précision - sièges multiples",13,M00
M0091,"arthrite à bactéries pyogènes, sans précision - articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",13,M00
M0092,"arthrite à bactéries pyogènes, sans précision - articulation du coude",13,M00
M0093,"arthrite à bactéries pyogènes, sans précision - articulation du poignet",13,M00
M0094,"arthrite à bactéries pyogènes, sans précision - articulations de la main",13,M00
M0095,"arthrite à bactéries pyogènes, sans précision - articulations de la hanche et sacro-iliaque",13,M00
M0096,"arthrite à bactéries pyogènes, sans précision - articulation du genou",13,M00
M0097,"arthrite à bactéries pyogènes, sans précision - articulations de la cheville et du pied",13,M00
M0098,"arthrite à bactéries pyogènes, sans précision - autres articulations",13,M00
M0099,"arthrite à bactéries pyogènes, sans précision - siège non précisé",13,M00
M01,arthrites infectieuses directes au cours de maladies infectieuses et parasitaires classées ailleurs,13,M01
M010,arthrite méningococcique (a39.8),13,M01
M0100,arthrite méningococcique (a39.8) - sièges multiples,13,M01
M0101,"arthrite méningococcique (a39.8) - articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",13,M01
M0102,arthrite méningococcique (a39.8) - articulation du coude,13,M01
